,formatted_address,name,opening_hours,place_id,price_level,rating,types,latitude,longitude
22,"43, Jalan SS 15/8a, Ss 15, 47500 Subang Jaya, Selangor, Malaysia",Pizza Hut SS15,,ChIJV5FtFVxMzDER76A4qvCZS-0,1.0,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.074069999999999,101.58925
23,"13, JALAN SS15/5A, SS15, 47500 Subang Jaya, Selangor, Malaysia",Jyu Raku,"{'open_now': False, 'weekday_text': []}",ChIJ8eGt_l1MzDER8Ahy4cbQCEk,,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.079151,101.59268
24,"SS15 Courtyard, Malaysia",Naj & Belle,"{'open_now': True, 'weekday_text': []}",ChIJC-2CSFlMzDERWl-NUxnhNa0,,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0778706,101.5866353
25,"72, Jalan SS 15/4d, Ss 15, 47500 Subang Jaya, Selangor, Malaysia","KimchiHaru (SS15, Subang)","{'open_now': True, 'weekday_text': []}",ChIJa7LNyVhMzDEReNO8KlVKYig,,3.4,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",3.073616,101.590275
26,"1, Jalan SS 15/4e, Ss 15, 47500 Subang Jaya, Selangor, Malaysia",Naughty Nuri's (SS15 Courtyard),"{'open_now': True, 'weekday_text': []}",ChIJdyHIOVlMzDER0kXhmLTYCac,,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0775,101.5865415
27,"8, Jalan SS 15/4d, Ss 15, 47500 Subang Jaya, Selangor, Malaysia",Burgertory,"{'open_now': False, 'weekday_text': []}",ChIJHzdI21hMzDERt3mlskLBULQ,,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0736745,101.5880826
28,"LG291, Lower Ground Floor, Subang Parade, 47500 Subang Jaya, Selangor, Malaysia",Secret Recipe Subang Parade,"{'open_now': True, 'weekday_text': []}",ChIJH4fKE1tMzDERds6qGnIaH-4,,3.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.08226,101.5856
29,"82 - 84, Jalan SS 15/4d, Ss 15, 47500 Subang Jaya, Selangor, Malaysia",McDonald's,"{'open_now': True, 'weekday_text': []}",ChIJc6qbfvVMzDERc2djYXfm7a4,1.0,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0736548,101.5905185
30,"Subang Jaya No B1-G, Jalan SS15/8A, Subang Jaya, 47500, Malaysia",Restoran Silva's,"{'open_now': True, 'weekday_text': []}",ChIJ538oV19MzDERo78dE6VuRvo,,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.074056,101.5872828
31,"No 2 Jalan SS15/4, 47500 Subang Jaya, Selangor, Malaysia",Canai 15 Café,"{'open_now': True, 'weekday_text': []}",ChIJnynPPl9MzDERpaBZsViUq6U,,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.075251,101.586468
32,"No. 5G &7G, Jalan SS15/4G, Ss 15, 47500 Subang Jaya, Selangor, Malaysia",Restoran Kwai Sun,,ChIJiy3asV5MzDER3IU_xRxEBMY,,3.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0783413,101.5878829
33,"Subang Jaya G-12-19, Ground Floor, First Subang Mall, Jalan SS15/4G, 47500, Malaysia",S Kitchen Steak House,,ChIJcwUZRllMzDERzm9yRZpqsBc,,3.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0779169,101.5865403
34,"5, Jalan SS 15/8b, Ss 15, 47500 Subang Jaya, Selangor, Malaysia",Gold Chilli Restaurant,"{'open_now': False, 'weekday_text': []}",ChIJp1fEtlhMzDERmBogul_DeAA,,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.074484,101.5867546
35,"No 25G, Jalan SS15/8B,, 47500 Subang Jaya, Selangor, Malaysia",G's Bistro SS15,"{'open_now': True, 'weekday_text': []}",ChIJRetp21hMzDERnVTdAmWlKMM,,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0750761,101.5867805
36,"Subang Jaya 62, Subang Jaya, SS15/4C, 47500, Malaysia",Lynn's,,ChIJN06quF5MzDERWzhygYazIFU,,,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0776741,101.588392
37,"60, Jalan SS 14/2, Ss 14, 47500 Subang Jaya, Selangor, Malaysia",Restoran Kar Heong,"{'open_now': True, 'weekday_text': []}",ChIJ1-Gan_VMzDERCe-Jipl6UWQ,,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0728136,101.5901323
38,"80, Jalan SS 15/4d, Ss 15, 47500 Subang Jaya, Selangor, Malaysia",Raku Pizza,"{'open_now': True, 'weekday_text': []}",ChIJsw0WefVMzDER7IM724s8__4,,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0736448,101.5904276
39,"1st Floor, 19, Jalan SS 15/4, Ss 15, 47500 Subang Jaya, Selangor, Malaysia",Sumi-ka,"{'open_now': False, 'weekday_text': []}",ChIJO_ozEV9MzDERo7bjhOcNDk4,,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.075605,101.589137
40,"53, Jalan ss15/4b, 47500 Subang Jaya, Selangor, Malaysia",Oregi Restaurant,"{'open_now': True, 'weekday_text': []}",ChIJH4jyL19MzDERj2kuj6irGws,,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0758267,101.5881793
41,"G-01, Ground Floor SS15 Courtyard, 47500 Subang Jaya, Selangor, Malaysia",Rakuzen Courtyard SS15,"{'open_now': False, 'weekday_text': []}",ChIJ-aBE-V1MzDER9xrRrI4KHWE,,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0782412,101.5864335
42,"43, Jalan SS 15/8a, Ss 15, 47500 Subang Jaya, Selangor, Malaysia",Pizza Hut SS15,,ChIJV5FtFVxMzDER76A4qvCZS-0,1.0,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.074069999999999,101.58925
43,"13, JALAN SS15/5A, SS15, 47500 Subang Jaya, Selangor, Malaysia",Jyu Raku,"{'open_now': False, 'weekday_text': []}",ChIJ8eGt_l1MzDER8Ahy4cbQCEk,,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.079151,101.59268
44,"SS15 Courtyard, Malaysia",Naj & Belle,"{'open_now': True, 'weekday_text': []}",ChIJC-2CSFlMzDERWl-NUxnhNa0,,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0778706,101.5866353
45,"72, Jalan SS 15/4d, Ss 15, 47500 Subang Jaya, Selangor, Malaysia","KimchiHaru (SS15, Subang)","{'open_now': True, 'weekday_text': []}",ChIJa7LNyVhMzDEReNO8KlVKYig,,3.4,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",3.073616,101.590275
46,"1, Jalan SS 15/4e, Ss 15, 47500 Subang Jaya, Selangor, Malaysia",Naughty Nuri's (SS15 Courtyard),"{'open_now': True, 'weekday_text': []}",ChIJdyHIOVlMzDER0kXhmLTYCac,,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0775,101.5865415
47,"8, Jalan SS 15/4d, Ss 15, 47500 Subang Jaya, Selangor, Malaysia",Burgertory,"{'open_now': False, 'weekday_text': []}",ChIJHzdI21hMzDERt3mlskLBULQ,,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0736745,101.5880826
48,"LG291, Lower Ground Floor, Subang Parade, 47500 Subang Jaya, Selangor, Malaysia",Secret Recipe Subang Parade,"{'open_now': True, 'weekday_text': []}",ChIJH4fKE1tMzDERds6qGnIaH-4,,3.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.08226,101.5856
49,"82 - 84, Jalan SS 15/4d, Ss 15, 47500 Subang Jaya, Selangor, Malaysia",McDonald's,"{'open_now': True, 'weekday_text': []}",ChIJc6qbfvVMzDERc2djYXfm7a4,1.0,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0736548,101.5905185
50,"Subang Jaya No B1-G, Jalan SS15/8A, Subang Jaya, 47500, Malaysia",Restoran Silva's,"{'open_now': True, 'weekday_text': []}",ChIJ538oV19MzDERo78dE6VuRvo,,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.074056,101.5872828
51,"No 2 Jalan SS15/4, 47500 Subang Jaya, Selangor, Malaysia",Canai 15 Café,"{'open_now': True, 'weekday_text': []}",ChIJnynPPl9MzDERpaBZsViUq6U,,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.075251,101.586468
52,"No. 5G &7G, Jalan SS15/4G, Ss 15, 47500 Subang Jaya, Selangor, Malaysia",Restoran Kwai Sun,,ChIJiy3asV5MzDER3IU_xRxEBMY,,3.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0783413,101.5878829
53,"Subang Jaya G-12-19, Ground Floor, First Subang Mall, Jalan SS15/4G, 47500, Malaysia",S Kitchen Steak House,,ChIJcwUZRllMzDERzm9yRZpqsBc,,3.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0779169,101.5865403
54,"5, Jalan SS 15/8b, Ss 15, 47500 Subang Jaya, Selangor, Malaysia",Gold Chilli Restaurant,"{'open_now': False, 'weekday_text': []}",ChIJp1fEtlhMzDERmBogul_DeAA,,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.074484,101.5867546
55,"No 25G, Jalan SS15/8B,, 47500 Subang Jaya, Selangor, Malaysia",G's Bistro SS15,"{'open_now': True, 'weekday_text': []}",ChIJRetp21hMzDERnVTdAmWlKMM,,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0750761,101.5867805
56,"Subang Jaya 62, Subang Jaya, SS15/4C, 47500, Malaysia",Lynn's,,ChIJN06quF5MzDERWzhygYazIFU,,,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0776741,101.588392
57,"60, Jalan SS 14/2, Ss 14, 47500 Subang Jaya, Selangor, Malaysia",Restoran Kar Heong,"{'open_now': True, 'weekday_text': []}",ChIJ1-Gan_VMzDERCe-Jipl6UWQ,,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0728136,101.5901323
58,"80, Jalan SS 15/4d, Ss 15, 47500 Subang Jaya, Selangor, Malaysia",Raku Pizza,"{'open_now': True, 'weekday_text': []}",ChIJsw0WefVMzDER7IM724s8__4,,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0736448,101.5904276
59,"1st Floor, 19, Jalan SS 15/4, Ss 15, 47500 Subang Jaya, Selangor, Malaysia",Sumi-ka,"{'open_now': False, 'weekday_text': []}",ChIJO_ozEV9MzDERo7bjhOcNDk4,,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.075605,101.589137
60,"53, Jalan ss15/4b, 47500 Subang Jaya, Selangor, Malaysia",Oregi Restaurant,"{'open_now': True, 'weekday_text': []}",ChIJH4jyL19MzDERj2kuj6irGws,,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0758267,101.5881793
61,"G-01, Ground Floor SS15 Courtyard, 47500 Subang Jaya, Selangor, Malaysia",Rakuzen Courtyard SS15,"{'open_now': False, 'weekday_text': []}",ChIJ-aBE-V1MzDER9xrRrI4KHWE,,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0782412,101.5864335
62,"43, Jalan SS 15/8a, Ss 15, 47500 Subang Jaya, Selangor, Malaysia",Pizza Hut SS15,,ChIJV5FtFVxMzDER76A4qvCZS-0,1.0,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.074069999999999,101.58925
63,"13, JALAN SS15/5A, SS15, 47500 Subang Jaya, Selangor, Malaysia",Jyu Raku,"{'open_now': False, 'weekday_text': []}",ChIJ8eGt_l1MzDER8Ahy4cbQCEk,,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.079151,101.59268
64,"SS15 Courtyard, Malaysia",Naj & Belle,"{'open_now': True, 'weekday_text': []}",ChIJC-2CSFlMzDERWl-NUxnhNa0,,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0778706,101.5866353
65,"72, Jalan SS 15/4d, Ss 15, 47500 Subang Jaya, Selangor, Malaysia","KimchiHaru (SS15, Subang)","{'open_now': True, 'weekday_text': []}",ChIJa7LNyVhMzDEReNO8KlVKYig,,3.4,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",3.073616,101.590275
66,"1, Jalan SS 15/4e, Ss 15, 47500 Subang Jaya, Selangor, Malaysia",Naughty Nuri's (SS15 Courtyard),"{'open_now': True, 'weekday_text': []}",ChIJdyHIOVlMzDER0kXhmLTYCac,,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0775,101.5865415
67,"8, Jalan SS 15/4d, Ss 15, 47500 Subang Jaya, Selangor, Malaysia",Burgertory,"{'open_now': False, 'weekday_text': []}",ChIJHzdI21hMzDERt3mlskLBULQ,,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0736745,101.5880826
68,"LG291, Lower Ground Floor, Subang Parade, 47500 Subang Jaya, Selangor, Malaysia",Secret Recipe Subang Parade,"{'open_now': True, 'weekday_text': []}",ChIJH4fKE1tMzDERds6qGnIaH-4,,3.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.08226,101.5856
69,"82 - 84, Jalan SS 15/4d, Ss 15, 47500 Subang Jaya, Selangor, Malaysia",McDonald's,"{'open_now': True, 'weekday_text': []}",ChIJc6qbfvVMzDERc2djYXfm7a4,1.0,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0736548,101.5905185
70,"Subang Jaya No B1-G, Jalan SS15/8A, Subang Jaya, 47500, Malaysia",Restoran Silva's,"{'open_now': True, 'weekday_text': []}",ChIJ538oV19MzDERo78dE6VuRvo,,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.074056,101.5872828
71,"No 2 Jalan SS15/4, 47500 Subang Jaya, Selangor, Malaysia",Canai 15 Café,"{'open_now': True, 'weekday_text': []}",ChIJnynPPl9MzDERpaBZsViUq6U,,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.075251,101.586468
72,"No. 5G &7G, Jalan SS15/4G, Ss 15, 47500 Subang Jaya, Selangor, Malaysia",Restoran Kwai Sun,,ChIJiy3asV5MzDER3IU_xRxEBMY,,3.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0783413,101.5878829
73,"Subang Jaya G-12-19, Ground Floor, First Subang Mall, Jalan SS15/4G, 47500, Malaysia",S Kitchen Steak House,,ChIJcwUZRllMzDERzm9yRZpqsBc,,3.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0779169,101.5865403
74,"5, Jalan SS 15/8b, Ss 15, 47500 Subang Jaya, Selangor, Malaysia",Gold Chilli Restaurant,"{'open_now': False, 'weekday_text': []}",ChIJp1fEtlhMzDERmBogul_DeAA,,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.074484,101.5867546
75,"No 25G, Jalan SS15/8B,, 47500 Subang Jaya, Selangor, Malaysia",G's Bistro SS15,"{'open_now': True, 'weekday_text': []}",ChIJRetp21hMzDERnVTdAmWlKMM,,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0750761,101.5867805
76,"Subang Jaya 62, Subang Jaya, SS15/4C, 47500, Malaysia",Lynn's,,ChIJN06quF5MzDERWzhygYazIFU,,,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0776741,101.588392
77,"60, Jalan SS 14/2, Ss 14, 47500 Subang Jaya, Selangor, Malaysia",Restoran Kar Heong,"{'open_now': True, 'weekday_text': []}",ChIJ1-Gan_VMzDERCe-Jipl6UWQ,,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0728136,101.5901323
78,"80, Jalan SS 15/4d, Ss 15, 47500 Subang Jaya, Selangor, Malaysia",Raku Pizza,"{'open_now': True, 'weekday_text': []}",ChIJsw0WefVMzDER7IM724s8__4,,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0736448,101.5904276
79,"1st Floor, 19, Jalan SS 15/4, Ss 15, 47500 Subang Jaya, Selangor, Malaysia",Sumi-ka,"{'open_now': False, 'weekday_text': []}",ChIJO_ozEV9MzDERo7bjhOcNDk4,,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.075605,101.589137
80,"53, Jalan ss15/4b, 47500 Subang Jaya, Selangor, Malaysia",Oregi Restaurant,"{'open_now': True, 'weekday_text': []}",ChIJH4jyL19MzDERj2kuj6irGws,,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0758267,101.5881793
81,"G-01, Ground Floor SS15 Courtyard, 47500 Subang Jaya, Selangor, Malaysia",Rakuzen Courtyard SS15,"{'open_now': False, 'weekday_text': []}",ChIJ-aBE-V1MzDER9xrRrI4KHWE,,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0782412,101.5864335
82,"43, Jalan SS 15/8a, Ss 15, 47500 Subang Jaya, Selangor, Malaysia",Pizza Hut SS15,,ChIJV5FtFVxMzDER76A4qvCZS-0,1.0,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.074069999999999,101.58925
83,"13, JALAN SS15/5A, SS15, 47500 Subang Jaya, Selangor, Malaysia",Jyu Raku,"{'open_now': False, 'weekday_text': []}",ChIJ8eGt_l1MzDER8Ahy4cbQCEk,,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.079151,101.59268
84,"SS15 Courtyard, Malaysia",Naj & Belle,"{'open_now': True, 'weekday_text': []}",ChIJC-2CSFlMzDERWl-NUxnhNa0,,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0778706,101.5866353
85,"72, Jalan SS 15/4d, Ss 15, 47500 Subang Jaya, Selangor, Malaysia","KimchiHaru (SS15, Subang)","{'open_now': True, 'weekday_text': []}",ChIJa7LNyVhMzDEReNO8KlVKYig,,3.4,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",3.073616,101.590275
86,"1, Jalan SS 15/4e, Ss 15, 47500 Subang Jaya, Selangor, Malaysia",Naughty Nuri's (SS15 Courtyard),"{'open_now': True, 'weekday_text': []}",ChIJdyHIOVlMzDER0kXhmLTYCac,,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0775,101.5865415
87,"8, Jalan SS 15/4d, Ss 15, 47500 Subang Jaya, Selangor, Malaysia",Burgertory,"{'open_now': False, 'weekday_text': []}",ChIJHzdI21hMzDERt3mlskLBULQ,,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0736745,101.5880826
88,"LG291, Lower Ground Floor, Subang Parade, 47500 Subang Jaya, Selangor, Malaysia",Secret Recipe Subang Parade,"{'open_now': True, 'weekday_text': []}",ChIJH4fKE1tMzDERds6qGnIaH-4,,3.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.08226,101.5856
89,"82 - 84, Jalan SS 15/4d, Ss 15, 47500 Subang Jaya, Selangor, Malaysia",McDonald's,"{'open_now': True, 'weekday_text': []}",ChIJc6qbfvVMzDERc2djYXfm7a4,1.0,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0736548,101.5905185
90,"Subang Jaya No B1-G, Jalan SS15/8A, Subang Jaya, 47500, Malaysia",Restoran Silva's,"{'open_now': True, 'weekday_text': []}",ChIJ538oV19MzDERo78dE6VuRvo,,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.074056,101.5872828
91,"No 2 Jalan SS15/4, 47500 Subang Jaya, Selangor, Malaysia",Canai 15 Café,"{'open_now': True, 'weekday_text': []}",ChIJnynPPl9MzDERpaBZsViUq6U,,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.075251,101.586468
92,"No. 5G &7G, Jalan SS15/4G, Ss 15, 47500 Subang Jaya, Selangor, Malaysia",Restoran Kwai Sun,,ChIJiy3asV5MzDER3IU_xRxEBMY,,3.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0783413,101.5878829
93,"Subang Jaya G-12-19, Ground Floor, First Subang Mall, Jalan SS15/4G, 47500, Malaysia",S Kitchen Steak House,,ChIJcwUZRllMzDERzm9yRZpqsBc,,3.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0779169,101.5865403
94,"5, Jalan SS 15/8b, Ss 15, 47500 Subang Jaya, Selangor, Malaysia",Gold Chilli Restaurant,"{'open_now': False, 'weekday_text': []}",ChIJp1fEtlhMzDERmBogul_DeAA,,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.074484,101.5867546
95,"No 25G, Jalan SS15/8B,, 47500 Subang Jaya, Selangor, Malaysia",G's Bistro SS15,"{'open_now': True, 'weekday_text': []}",ChIJRetp21hMzDERnVTdAmWlKMM,,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0750761,101.5867805
96,"Subang Jaya 62, Subang Jaya, SS15/4C, 47500, Malaysia",Lynn's,,ChIJN06quF5MzDERWzhygYazIFU,,,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0776741,101.588392
97,"60, Jalan SS 14/2, Ss 14, 47500 Subang Jaya, Selangor, Malaysia",Restoran Kar Heong,"{'open_now': True, 'weekday_text': []}",ChIJ1-Gan_VMzDERCe-Jipl6UWQ,,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0728136,101.5901323
98,"80, Jalan SS 15/4d, Ss 15, 47500 Subang Jaya, Selangor, Malaysia",Raku Pizza,"{'open_now': True, 'weekday_text': []}",ChIJsw0WefVMzDER7IM724s8__4,,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0736448,101.5904276
